npaid	compound_name	formula	origin_type	origin_genus	origin_species	original_reference_doi
NPA008211	Alpha-Galacturonosyl-ceramide	C38H73NO9	Bacterium	Sphingomonas	wittichii	10.1111/j.1574-6968.2002.tb11361.x
NPA008212	5-[5-(1-Hydroxyethyl)furan-2-yl]dihydrofuran-2(3H)-one	C10H12O4	Fungus	Phomopsis	sp. XZ-26	10.1002/ejoc.200801021
NPA008213	Waikialide A	C14H20O2	Fungus	Aspergillus	sp.	10.1021/np2009994
NPA008215	Liposidolide A	C78H138O30	Bacterium	Streptomyces	sp RS-28	10.7164/antibiotics.48.1385
NPA008216	Lipoxamycin	C19H36N2O5	Bacterium	Streptomyces	virginiae	10.5281/zenodo.3541248
NPA008217	Isokibdelone A	C29H24ClNO10	Bacterium	Kibdelosporangium	sp.	10.1021/ol062113e
NPA008218	Pyrrolocin A	C27H39NO5	Fungus	Unknown-fungus	sp. NRRL 50135	10.1021/np500617u
NPA008219	Emericellene D	C25H38O3	Fungus	Emericella	sp. AST0036	10.1021/np400762k
NPA008220	Ganohainanic acid A	C30H42O8	Fungus	Ganoderma	hainanense J. D. Zhao	10.1016/j.phytochem.2014.10.009
NPA008221	Veraguamide G	C37H62N4O8	Bacterium	Symploca	cf. hydnoides	10.1021/np200076t
NPA008222	BCA 4	C22H34O4	Fungus	Alternaria	alternata	10.1016/s0031-9422(00)00268-5
NPA008223	Dorrigocin B	C27H41NO8	Bacterium	Streptomyces	platensis subsp. rosaceus	10.7164/antibiotics.47.870
NPA008224	Mycenarubin B	C28H28N6O7	Fungus	Mycena	rosea	10.1002/ejoc.200600826
NPA008225	19,20-Epoxycytochalasin N	C30H37NO8	Fungus	Xylaria	hypoxylon	10.1016/s0040-4020(97)00305-0
NPA008226	Aeruginopeptin 95-A	C56H75N9O17	Bacterium	Microcystis	aeruginosa TAC 95	10.1016/s0040-4039(00)61736-7
NPA008227	Not named	C36H38O12	Fungus	Conoideocrella	tenuis BCC 18627	10.1021/np100849x
NPA008228	Maristachone C	C18H28O4	Fungus	Stachylidium	sp.	10.1021/np300668j
NPA008229	(±)-asperlone A	C20H12O7	Fungus	Aspergillus	sp. 16-5C	10.3390/md13010366
NPA008230	Apotrisporol	C15H22O3	Fungus	Blakeslea	trispora	10.1016/0147-5975(84)90025-2
NPA008231	Not named	C29H41NO7	Fungus	Stachybotrys	chortarum	10.1016/j.tet.2004.01.014
NPA008232	1-(2-Hydroxy-phenoxy)-trieicos-1-en-3-on	C29H48O3	Bacterium	Oscillatoria	late-virens	10.1016/s0176-1617(11)82072-9
NPA008233	Fredericamycin E	C31H23NO10	Bacterium	Streptomyces	griseus	10.1021/np070664n
NPA008234	Azamerone	C25H32Cl2N2O5	Bacterium	Streptomyces	sp.	10.1021/ol060630r
NPA008235	Catathelasmol C	C9H14O5	Fungus	Catathelasma	imperiale	10.1038/ja.2009.17
NPA008236	Microginin T1	C36H50ClN5O9	Fungus	Unknown-fungus	sp.	10.1016/s0378-1097(99)00379-1
NPA008237	Thiersindole A	C28H39NO	Fungus	Penicillium	thiersii	10.1021/np030192m
NPA008238	Cytospolide K	C15H26O4	Fungus	Cytospora	sp.	10.1021/jo201755v
NPA008239	Nigrospin B	C19H24O6	Fungus	Nigrospora	oryzae SCSGAF 0111	10.1016/j.tetlet.2014.03.060
NPA008240	(18S )-18-O-b-D-Apiofuranosyl-(1-4)-b-D-glucopyranosideof protoconstipatic acid	C32H54O14	Fungus	Acarospora	gobiensis	10.1016/s0031-9422(00)00147-3
NPA008241	4-chloro-1,5-dihydroxy-3-hydroxymethyl-6-methoxycarbonyl-xanthen-9-one	C16H11ClO7	Fungus	Alternaria	sp. R6	10.3390/md13074492
NPA008242	Not named	C23H30O9	Fungus	Conoideocrella	luteorostrata Zimm. BCC 31648	10.1016/j.tet.2015.02.082
NPA008243	7-epi-8-hydroxyaltertoxin I	C20H16O7	Fungus	Alternaria	alternata	10.1177/1934578X0900401107
NPA008244	Menoxymycin A	C24H27NO9	Bacterium	Streptomyces	sp. KB10	10.7164/antibiotics.47.1344
NPA008245	Tricholomenyn C	C36H36O12	Fungus	Tricholoma	acerbum	10.1016/0040-4039(96)01329-9
NPA008246	Not named	C27H37NO7	Fungus	Stachybotrys	chortarum	10.1016/j.tet.2004.01.014
NPA008247	Astellolide G	C24H28O8	Fungus	Aspergillus	oryzae QXPC-4	10.1002/cbdv.201400119
NPA008248	Strobilurin M	C26H34O6	Fungus	Mycena	sp. (96097)	10.7164/antibiotics.51.816
NPA008249	Seimatorone	C12H12O5	Fungus	Seimatosporium	sp.	10.1002/cbdv.201400098
NPA008250	Antimycin A15	C29H42N2O9	Bacterium	Streptomyces	sp.	10.1038/ja.2005.61
NPA008251	Landomycin Q	C37H42O13	Bacterium	Streptomyces	cyanogenus S-136	10.1021/np100469y
NPA008252	2,5-Dimethyl-3-(2-methylbutyl)pyrazine	C11H18N2	Bacterium	Sulfitobacter	pontiacus	10.1002/ejoc.200500280
NPA008253	Milbemycin α26	C31H44O8	Bacterium	Streptomyces	hygroscopicus subsp. aureolacrimosus SANK 61796	10.7164/antibiotics.53.694
NPA008254	Bergofungin	C73H120N16O19	Fungus	Emericellopsis	donezkii	10.7164/antibiotics.49.817
NPA008255	Not named	C18H16O7	Bacterium	Streptomyces	sp.	10.7164/antibiotics.54.182
NPA008256	Bacitracin D1	C64H99N17O16S	Bacterium	Bacillus	sp. SNA-60-367	10.7164/antibiotics.48.233
NPA008257	Xenofuranone B	C17H14O3	Bacterium	Xenorhabdus	szentirmaii	10.1021/np060409n
NPA008258	Myceliothermophin E	C26H37NO2	Fungus	Myceliophthora	thermophila	10.1002/chem.200700038
NPA008259	Cryptoporic acid D	C42H60O14	Fungus	Cryptoporus	volvatus	10.1039/c39890000258
NPA008260	Piscicolin-61	C63H101N19O25S	Bacterium	Carnobacterium	piscicola LV61	10.1007/bf01575750
NPA008261	Huptremule A	C31H40N2O5	Fungus	Ceriporia	lacerate HS-ZJUT-C13A	10.1021/np500412f
NPA008262	(-)-blennolide G	C32H30O14	Fungus	Alternaria	sp.	10.1021/np5005449
NPA008263	Lactone II	C11H14O6	Bacterium	Streptomyces	sp.	10.7164/antibiotics.52.635
NPA008265	Cryptophycin-43	C34H42N2O7	Bacterium	Nostoc	sp. GSV 224	10.1021/ja00154a002
NPA008266	Trichorovin-VIIa	C57H100N12O13	Fungus	Trichoderma	viride	10.1248/cpb.43.910
NPA008267	NK-372135 B	C21H20N2O3	Fungus	Neosartorya	fischeri var. glabra IFO9857	10.7164/antibiotics.47.1546
NPA008268	9-Methoxystrobilurin E	C27H34O8	Fungus	Favolaschia	pustulosa	10.1021/np960325m
NPA008269	Citreohybridone D	C30H40O8	Fungus	Penicillium	citreo-viride B. IFO 4692 and 6200 hybrid	10.1016/s0040-4020(03)00739-7
NPA008270	Agglomerin A	C15H22O4	Bacterium	Enterobacter	agglomerans (PB-6,042)	10.7164/antibiotics.42.1729
NPA008271	Perenniporide D	C17H20O8	Fungus	Perenniporia	sp.	10.1021/np300263u
NPA008272	2‐dodecyl‐5‐(2‐methoxyethyl)‐2‐methylfuran‐3(2H)‐one	C20H36O3	Fungus	Monascus	purpureus	10.1002/hlca.201100017
NPA008273	1-carbomethoxybenzene 1,2-oxide	C8H8O3	Fungus	Phellinus	tremulae	10.1016/0040-4039(93)85014-n
NPA008274	7-epitsugicoline H	C15H20O5	Fungus	Clavicorona	divaricata	10.1016/s0040-4020(03)00738-5
NPA008275	Desmethylaltenusin	C14H12O6	Fungus	Alternaria	sp.	10.1021/np070447m
NPA008276	Paraphaeosphaeride C	C14H21NO4	Fungus	Paraphaeosphaeria	neglecta FT462	10.1021/acs.orglett.5b01650
NPA008277	Vasinfectin A	C21H28O4	Fungus	Neocosmospora	vasinfecta NHL2298	10.1016/s0040-4039(97)01191-x
NPA008278	Sumalarin A	C20H26O8S	Fungus	Penicillium	sumatrense MA-92	10.1021/np400614f
NPA008280	Thioplabin C	C54H50N16O15S3	Bacterium	Streptomyces	sp. R1401	10.7164/antibiotics.55.83
NPA008281	Cruentaren B	C33H51NO8	Bacterium	Byssovorax	cruenta	10.1038/ja.2006.89
NPA008282	Nigerapyrone B	C21H20O3	Fungus	Aspergillus	niger MA-132	10.1021/np200381u
NPA008283	Cytochalasin Z(23)	C28H33NO6	Fungus	Spicaria	elegans KLA03	10.1002/cbdv.201000133
NPA008284	TPU-0031-B	C30H34N2O11	Bacterium	Streptomyces	sp. TP-A0556	10.7164/antibiotics.54.441
NPA008285	Avertoxin D	C27H36O7	Fungus	Aspergillus	versicolor Y10	10.1021/acs.jnatprod.5b00600
NPA008286	26-hydroxyporicoic acid DM	C32H48O7	Fungus	Poria	cocos	10.1021/np9003239
NPA008287	Spirangien B	C42H68O9	Bacterium	Sorangium	cellulosum So ce90	10.1002/ejoc.200500425
NPA008288	5-Hydroxy-2-(1‘-oxo-5‘-methyl-4‘-hexenyl) benzofuran	C15H16O3	Bacterium	Unknown-bacterium	sp.	10.1021/np970222j
NPA008289	Symplostatin 2	C52H74N8O13S	Bacterium	Symploca	hydnoides	10.1021/np980553b
NPA008290	Phomalairdenone D	C15H22O2	Fungus	Leptosphaeria	maculans	10.1016/j.bmc.2005.01.040
NPA008291	Hypogeamicin C	C19H23NO8	Bacterium	Nonomuraea	specus	10.1021/np400742p
NPA008292	Saccharothrixmicine B	C26H34O9	Bacterium	Saccharothrix	espanaensis	10.1177/1934578X1000500420
NPA008293	Ganoderenic acid A	C30H42O7	Fungus	Ganoderma	lucidum	10.1016/0031-9422(89)85036-8
NPA008294	Verrucarin X	C27H32O11	Fungus	Myrothecium	roridum	10.1515/znc-2006-5-601
NPA008295	Asperolide A	C16H16O5	Fungus	Aspergillus	wentii EN-48	10.1021/np2006742
NPA008296	Epothilone K	C22H31NO4S	Bacterium	Sorangium	cellulosum	10.1021/np000629f
NPA008297	Macrosphelide A	C16H22O8	Fungus	Microsphaeropsis	sp. FO-5050	10.7164/antibiotics.49.95
NPA008298	Halymecin E	C30H56O11	Fungus	Acremonium	sp. FK-N30	10.7164/antibiotics.49.998
NPA008299	Bacitracin H1	C65H96N16O17S	Bacterium	Bacillus	sp. SNA-60-367	10.7164/antibiotics.48.233
NPA008300	Botryorhodine A	C16H12O6	Fungus	Botryosphaeria	rhodina	10.1016/j.phytochem.2009.09.024
NPA008301	Fimsbactin B	C27H32N4O11	Bacterium	Acinetobacter	baumannii ATCC 17978	10.1002/cbic.201200764
NPA008302	Flocculosin	C40H72O18	Fungus	Pseudozyma	flocculosa	10.1128/aem.69.5.2595-2602.2003
NPA008303	3-chloro-10a-(3-chloro-6-hydroxy-2,2,6-trimethylcyclohexylmethyl)-6,8-di-hydroxy-2,2,7-trimethyl-3,10a-dihydro-2H-benzo[g]chromene-5,10-dione	C26H32Cl2O6	Fungus	Unknown-fungus	sp.	10.1021/np058011z
NPA008304	Igniaren B	C30H48O2	Fungus	Phellinus	igniarius	10.1055/s-0029-1185813
NPA008305	Hamigeromycin B	C20H24O8	Fungus	Hamigera	avellanea BCC 17816	10.1016/j.tet.2008.09.077
NPA008306	Salinomycin	C42H70O11	Bacterium	Streptomyces	albus ATCC 21838	10.7164/antibiotics.27.814
NPA008307	Menaquinone MK-7(VII-H2)	C46H66O2	Bacterium	Natronobacterium	gregoryi	10.1016/0378-1097(87)90417-4
NPA008308	Kalimantacin C	C29H46N2O7	Bacterium	Alcaligenes	sp. YL-02632S	10.7164/antibiotics.49.136
NPA008309	Ganoderiol A	C30H50O4	Fungus	Ganoderma	lucidum	10.1271/bbb1961.50.2887
NPA008311	2,8-dihydroxy-3-methyl-9-oxoxanthene-1-carboxylic acid methyl ester	C16H12O6	Fungus	Unknown-fungus	sp. 120379	10.1021/np800192f
NPA008312	Tenacibactin B	C14H26N2O5	Bacterium	Tenacibaculum	sp. A4K-17	10.1021/np060502b
NPA008313	(2S)-1-[2-(furan-2-yl)-2-oxoethyl]-5-oxopyrrolidine-2-carboxylic acid	C11H11NO5	Fungus	Armillaria	mellea	10.1002/hlca.201200186
NPA008314	Lipocarbazole A1	C30H39NO	Bacterium	Tsukamurella	pseudospumae Acta 1857	10.1021/np9002178
NPA008315	9′-(2-amino-3-(4′′-O-methyl-α-rhamnopyranosyloxy)phenyl)nonanoic acid	C22H35NO7	Bacterium	Actinomadura	sp. BCC27169	10.1016/j.tet.2014.03.005
NPA008316	3-Methoxyterprenin	C26H28O6	Fungus	Aspergillus	candidus	10.7164/antibiotics.51.445
NPA008317	Cristatumin D	C19H21N3O4	Fungus	Eurotium	cristatum EN-220	10.1016/j.bmcl.2012.05.088
NPA008318	(E)-6-(2,4-dihydroxyl-5-methylphenyl)-6-oxo-2-hexenoic acid	C13H14O5	Fungus	Trichoderma	sp.	10.1038/ja.2011.54
NPA008319	Malfilanol A	C15H24O3	Fungus	Malbranchea	filamentosa	10.1038/ja.2009.9
NPA008320	N-de(phenylethyl)isohericerin	C19H25NO3	Fungus	Hericium	erinaceum	10.1016/j.tet.2011.11.068
NPA008321	Desacetyltubulysin E	C40H61N5O8S	Bacterium	Cystobacter	sp. SBCb004	10.1016/j.chembiol.2010.01.016
NPA008322	Neoverrucosan-5β,9β-diol	C20H34O2	Bacterium	Saprospira	grandis (ATCC 23116)	10.1021/np0205351
NPA008323	Lactonamycin Z	C28H27NO13	Bacterium	Streptomyces	sanglieri strain AK 623	10.7164/antibiotics.56.1058
NPA008324	Not named	C30H50O7	Fungus	Naematoloma	fasciculare	10.1021/np300801x
NPA008325	Erinacerin L	C25H27NO7	Fungus	Hericium	erinaceus	10.1021/np5004388
NPA008326	N-hydroxy-6-epi-stephacidin A	C26H29N3O4	Fungus	Aspergillus	taichungensis	10.1021/ol400694h
NPA008327	6-hydroxy-3-methylisochroman-5-carboxylic acid	C11H12O4	Fungus	Unknown-fungus	sp.	10.1186/s12900-017-0072-1
NPA008328	Lusitanic acid	C20H16O10	Fungus	Xanthoparmelia	verrucigera	10.1071/ch00121
NPA008329	(R)-3,5-dihydroxy-7-(16-hydroxyheptadecyl)benzoic acid	C24H40O5	Fungus	Sporotrichum	laxum ATCC 15155	10.1016/j.bmcl.2013.08.109
NPA008330	Ganoderic acid GS-3	C32H46O8	Fungus	Ganoderma	sinense	10.1248/cpb.57.1076
NPA008331	Erinarol E	C46H80O4	Fungus	Hericium	erinaceum	10.1021/np500234f
NPA008332	2-formyl-3,5-dihydroxy-6-methylbenzoic acid	C9H8O5	Fungus	Penicillium	rubrum	10.1007/s10600-008-9094-z
NPA008333	Virescenoside P	C26H40O8	Fungus	Acremonium	striatisporum KMM 4401	10.1021/np010503y
NPA008334	(24E)-3,4-hydroxycucurbita-5,24-diene-26-oic acid	C30H48O3	Fungus	Russula	lepida	"10.1002/1522-2675(20001220)83:12<3191::aid-hlca3191>3.0.co;2-v"
NPA008335	Simple Pyrone 3	C10H12O4	Fungus	Penicillium	citreo-viride B	10.1016/s0040-4039(97)00525-x
NPA008336	n-Butyl lucidenate N	C31H50O5	Fungus	Ganoderma	lucidum	10.1021/np900578h
NPA008337	Herquline B	C19H26N2O2	Fungus	Penicillium	herquei Fg-372	10.7164/antibiotics.49.50
NPA008338	Antanapeptin C	C41H64N4O8	Bacterium	Lyngbya	majuscula	10.1021/np010348n
NPA008339	Hamigeromycin E	C20H26O8	Fungus	Hamigera	avellanea BCC 17816	10.1016/j.tet.2009.11.101
NPA008340	Daedaleaside A	C39H58O10	Fungus	Daedalea	dickinsii	10.1021/np058024c
NPA008341	RK-1355A	C53H62N10O15S2	Bacterium	Streptomyces	sp. RK88-1355	10.1038/ja.2013.144
NPA008342	11-bromo-17-hydroxyroquefortine C	C22H22BrN5O3	Fungus	Penicillium	chrysogenum	10.1002/hlca.201300447
NPA008343	Carbazoquinocin D	C21H25NO2	Bacterium	Streptomyces	violaceus 2448-SVT2	10.7164/antibiotics.48.326
NPA008344	Aspergiloid A	C20H24O4	Fungus	Aspergillus	sp. YXf3	10.1021/np200321s
NPA008345	Comazaphilone A	C22H26O7	Fungus	Penicillium	commune QSD-17	10.1021/np100788h
NPA008346	Prenylagaramide A	C54H68N10O14	Bacterium	Oscillatoria	agardhii (NIES-205) and O. agardhii (NIES-596)	10.1021/np980396g
NPA008347	Paspaline	C28H39NO2	Fungus	Claviceps	paspali	10.1016/s0040-4039(00)71176-2
NPA008348	Austrocortinin 8-O-β-D-gentiobioside	C28H32O15	Fungus	Dermocybe	splendida	10.1071/ch99176
NPA008349	Cis-2-octen-1-ol	C8H16O	Fungus	Aspergillus	flavus	10.5281/zenodo.3541176
NPA008350	Altenin	C9H14O6	Fungus	Alternaria	kikuchiana	10.1246/bcsj.39.2470
NPA008351	Malleobactin C	C23H40N8O12	Bacterium	Burkholderia	mallei	10.1002/anie.201303196
NPA008352	Xanthoquinodin B4	C31H26O11	Fungus	Chaetomium	elatum (No. 63-10-3-1)	10.1021/np400041y
NPA008353	Globosuxanthone D	C14H8O5	Fungus	Chaetomium	globosum	10.1016/j.bmc.2006.07.048
NPA008354	Tyromycic acid E	C30H44O3	Fungus	Tyromyces	fissilis	10.1021/np030264
NPA008355	Pyripyropene C	C32H39NO10	Fungus	Aspergillus	fumigatus	10.7164/antibiotics.47.154
NPA008356	Saccharothrixone D	C24H22O11	Bacterium	Saccharothrix	sp. 10-10	10.1021/acs.jnatprod.5b00577
NPA008357	Pyrenoline B	C14H13NO3	Fungus	Pyrenophora	teres	10.1016/0040-4039(90)80086-2
NPA008358	Salinipostin I	C23H41O6P	Bacterium	Salinispora	sp.	10.1021/jo5024409
NPA008359	Brevianamide R	C22H25N3O3	Fungus	Aspergillus	versicolor	10.1002/hlca.201000053
NPA008360	K-582-B	C44H80N18O12	Fungus	Metarhizium	anisopliae var. anisopliae 582 M	10.7164/antibiotics.33.533
NPA008361	3-epi-astrapteridiol	C30H50O3	Fungus	Astraeus	pteridis	10.1021/np800577p
NPA008362	Thalassospiramide A1	C54H79N7O13	Bacterium	Thalassospira	sp. CNJ-328	10.1021/ja3119674
NPA008363	Ophiobolin P	C25H36O4	Fungus	Ulocladium	sp.	10.1016/j.fitote.2013.08.002
NPA008364	Violascensol	C15H22O2	Fungus	Lactarius	violascens	10.1016/s0040-4039(98)00104-x
NPA008365	2,2-bis(3,3'-indolyl)-isocaproic acid	C22H22N2O2	Bacterium	Escherichia	coli	10.1021/np990517s
NPA008366	Graphislactone G	C16H13ClO5	Fungus	Cephalosporium	acremonium	10.1002/hlca.200590228
NPA008367	Dhilirolide D	C25H30O7	Fungus	Penicillium	purpurogenum	10.1021/ol200031t
NPA008368	7-demethyl A80915B	C25H27Cl3N2O5	Bacterium	Streptomyces	antimycoticus NT17	10.1021/np070575a
NPA008369	[D-Leu1]microcystin-LR	C52H80N10O12	Bacterium	Microcystis	sp RST 9501	10.1016/s0031-9422(00)00335-6
NPA008370	Heptemerone F	C22H28O6	Fungus	Coprinus	heptemerus	10.1038/ja.2005.49
NPA008371	Neopyrrolomycin D	C10H4Cl5NO	Bacterium	Streptomyces	sp.	10.1021/np800632f
NPA008372	Juglomycin Z	C15H14O6	Bacterium	Streptomyces	tendae	10.7164/antibiotics.47.1116
NPA008373	Penicillixanthone	C16H10Cl2O6	Fungus	Penicillium	sp. PSU-RSPG99	10.1016/j.tet.2014.05.105
NPA008374	Cucumin B	C15H18O2	Fungus	Macrocystidia	cucumis	"10.1002/(sici)1099-0690(199801)1998:1<73::aid-ejoc73>3.3.co;2-6"
NPA008375	10-β-hydroxy CAF-603	C15H26O3	Fungus	Trichoderma	crassum	10.1016/j.tet.2013.08.065
NPA008376	4α,11,12,14-tetrahydroxy-1-tremulene	C15H26O4	Fungus	Conocybe	siliginea	10.1080/10286020.2014.939072
NPA008377	Speciosin S	C13H22O4	Fungus	Hexagonia	speciosa	10.1016/j.phytochem.2011.03.011
NPA008378	Guanacastepene O	C22H28O6	Fungus	Unknown-fungus	sp. cR115	10.1021/ja016176y
NPA008379	Hericenone G	C37H58O6	Fungus	Hericium	erinaceum	10.1016/0031-9422(92)80127-z
NPA008380	Cis-4-hydroxy-6-deoxyscytalone	C10H10O4	Fungus	Phialophora	sp.	10.1248/cpb.29.3536
NPA008381	Saliniketal B	C22H37NO6	Bacterium	Salinispora	arenicola	10.1021/np0604580
NPA008382	Nosokomycin D	C58H94N5O27P	Bacterium	Streptomyces	sp. K04-0144	10.1038/ja.2010.10
NPA008383	Not named	C38H46O12	Fungus	Multiclavula	sp.	10.1021/np800733y
NPA008384	Penicitrinone A	C23H24O5	Fungus	Penicillium	citrinum	10.1007/s11418-006-0001-2
NPA008385	Pseudoaeruginosin KT554	C29H42N6O5	Bacterium	Microcystis	aeruginosa	10.1021/np200909x
NPA008386	2-methyl-heptyl isonicotinate	C14H21NO2	Bacterium	Streptomyces	sp.	10.1271/bbb.65.1856
NPA008387	Gibellulin B	C14H12O5	Fungus	Gibellula	sp. BCC36964	10.1016/j.phytol.2015.03.011
NPA008388	Phenazine-1-carboxylic acid	C13H8N2O2	Bacterium	Pseudomonas	aureofaciens	10.1016/0003-9861(64)90175-4
NPA008389	Merochlorin D	C26H33ClO5	Bacterium	Streptomyces	sp. strain CNH-189	10.1021/ja305665f
NPA008390	Salinipostin J	C22H39O6P	Bacterium	Salinispora	sp.	10.1021/jo5024409
NPA008391	Patientoside B	C22H24O10	Fungus	Aspergillus	fumigatus	10.1016/j.bmcl.2013.04.059
NPA008392	Sequoiamonascin D	C26H33NO7	Fungus	Aspergillus	parasiticus	10.1021/jo0340253
NPA008393	Illudolactone B	C15H18O3	Fungus	Heterobasidion	occidentale	10.1016/j.phytochem.2012.06.024
NPA008394	Harzianumol E	C13H22O2	Fungus	Trichoderma	harzinum HMS-15-3	10.1080/10286020.2015.1042371
NPA008395	Histomodulin	C28H28O15	Bacterium	Streptomyces	ruber	10.7164/antibiotics.51.85
NPA008396	Hygrophorone D	C18H30O4	Fungus	Hygrophorus	sp.	10.1016/j.phytochem.2004.01.023
NPA008397	(1R,4S,5R,7R,10R)-guaiane-1,5,10,11,12-pentaol	C15H28O5	Fungus	Xylaria	sp. YM 311647	10.1002/cbdv.201400405
NPA008398	α-d-glucopyranuronosyl-(1→3)-α-l-rhamnopyranosyl-(1→2)-α-l-rhamnopyranose	C18H32O14	Fungus	Unknown-fungus	sp.	10.1016/s0008-6215(99)00176-7
NPA008399	Penisimplicin B	C28H38O8	Fungus	Penicillium	simplicissimum	10.1248/cpb.53.1114
NPA008400	Cytochalasin Z25	C28H35NO5	Fungus	Eutypella	sp. D-1	10.1002/cbdv.201300218
NPA008401	Kutzneride 1	C37H49Cl2N7O12	Bacterium	Kutzneria	sp. 744	10.1021/np050378g
NPA008402	Penicimutanin B	C51H66N4O9	Fungus	Penicillium	purpurogenum	10.3390/md12041788
NPA008403	Cytochalasin Z11	C25H33NO5	Fungus	Spicaria	elegans	10.1021/np070539b
NPA008404	Squalestatin S8	C35H47NO13	Fungus	Phoma	sp. C2932	10.7164/antibiotics.47.740
NPA008405	Oblongolide J	C14H20O3	Fungus	Phomopsis	sp.	10.1002/ejoc.200500290
NPA008406	Guignardone F	C17H24O5	Fungus	Guignardia	mangiferae	10.3390/md10091993
NPA008407	Sannanine	C12H12N2O2	Bacterium	Streptomyces	sannanensis	10.1038/ja.2009.95
NPA008408	Dehydromonacolin N	C21H28O4	Fungus	Monascus	purpureus	10.1021/jf203579f
NPA008409	Ganolucidate F	C30H46O6	Fungus	Ganoderma	sinense	10.1055/s-0031-1280441
NPA008410	Malyngamide R	C30H47ClN2O7	Bacterium	Lyngbya	majuscula	10.1021/np000038p
NPA008411	Dendryol E	C15H18O4	Fungus	Phoma	sorghina	10.1590/s0103-50532006000500017
NPA008412	7-O-(α-glucosyl)-2,3-dihydrocineromycin B	C23H38O9	Bacterium	Streptomyces	sp. (strain Go 40/10)	10.7164/antibiotics.52.635
NPA008413	Y-lactone 2	C7H10O5	Bacterium	Lyngbya	majuscula	10.1021/np50118a018
NPA008414	Inonoblin B	C23H14O10	Fungus	Inonotus	obliquus	10.1016/j.bmcl.2007.10.072
NPA008415	Sinefungin	C15H23N7O5	Bacterium	Streptomyces	griseolus	10.1016/0006-291x(79)91866-7
NPA008416	3beta-hydroxyl-(22E, 24R)-ergosta-5,8(14),22-trien-7,15-dione	C28H40O3	Fungus	Rhizopus	sp.	10.1016/j.steroids.2007.08.008
NPA008417	Chloropestolide A	C33H35ClO11	Fungus	Pestalotiopsis	fici	10.1021/ol901039m
NPA008418	29-hydroxypolyporenic acid C	C31H46O5	Fungus	Poria	cocos	10.1248/cpb.56.1459
NPA008419	Brasiliquinone B	C20H16O5	Bacterium	Nocardia	brasiliensis	10.7164/antibiotics.50.18
NPA008420	Epispaeropsidone	C7H8O4	Fungus	Sphaeropsis	sapinea f. sp. cupressi	10.1016/s0031-9422(97)00897-2
NPA008421	Fumiquinazoline B	C24H23N5O4	Fungus	Aspergillus	fumigatus	10.1016/s0040-4039(00)91690-3
NPA008422	Dankamide	C10H15NO3	Fungus	Gymnascella	dankaliensis	10.1016/j.bmc.2014.12.068
NPA008423	Elfvingic acid F	C30H42O9	Fungus	Elfvingia	applanata	10.1021/np0103160
NPA008424	4-oxo-5-phenylpentanoic acid	C11H12O3	Fungus	Unknown-fungus	sp.	10.1016/j.phytochem.2010.01.015
NPA008425	Ganoderic acid T-Q	C32H46O5	Fungus	Ganoderma	lucidum	10.1021/np50059a017
NPA008426	Coniothyrione	C14H9ClO6	Fungus	Coniothyrium	cerealis MF7209	10.1021/np060557d
NPA008427	(16S)-hydroxyroquefortine C	C22H23N5O3	Fungus	Penicillium	crustosum DAOM 215343 T	10.1016/j.tetlet.2011.12.052
NPA008428	Rulepidadiene B	C15H22	Fungus	Russula	lepida	10.1016/s0040-4039(98)01251-9
NPA008429	2,5-Diethyl-3,6-dimethylpyrazine	C10H16N2	Bacterium	Flavobacterium	aRK10267	10.1002/cbdv.200590014
NPA008430	Paraphaeosphaeride B	C13H17NO4	Fungus	Paraphaeosphaeria	neglecta FT462	10.1021/acs.orglett.5b01650
NPA008431	Aigialomycin E	C18H22O6	Fungus	Aigialus	parvus BCC 5311	10.1021/jo010930g
NPA008432	Bromoalterochromide A	C38H50BrN7O10	Bacterium	Pseudoalteromonas	maricaloris	10.1038/ja.2007.5
NPA008433	Cavoxinone	C17H20O5	Fungus	Phoma	cava	10.1021/np50050a007
NPA008434	Hainanic acid A	C30H44O5	Fungus	Ganoderma	hainanense	10.1016/j.phytochem.2014.10.009
NPA008435	Acremonol	C14H18O6	Fungus	Unknown-fungus	sp.	10.7164/antibiotics.55.660
NPA008436	(+)-rugulosin A	C30H22O10	Fungus	Chrysoporthe	sp. SNB-CN74	10.1038/ja.2015.36
NPA008437	MK-8	C51H72O2	Bacterium	Micrococcus	lysodeikticus N.C.T.C. 2665	10.1042/bj0850550
NPA008438	13-Hydroxyglucopiericidin A	C31H47NO10	Bacterium	Streptomyces	sp. OM-5689	10.7164/antibiotics.43.1329
NPA008439	Bacitracin B1	C65H101N17O16S	Bacterium	Bacillus	sp. SNA-60-367	10.7164/antibiotics.48.233
NPA008440	(1R,3R,4R,5S,7R,10R,11R)-guaiane-3,10,11,12-tetraol	C15H28O4	Fungus	Xylaria	sp. YM 311647	10.1016/j.phytochem.2014.04.016
NPA008441	Ganoderic acid GS-1	C30H42O6	Fungus	Ganoderma	sinense	10.1248/cpb.57.1076
NPA008442	Clavicoronic acid	C15H18O4	Fungus	Clavicorona	pyxidata 8675	10.7164/antibiotics.45.29
NPA008443	Nemotinic acid	C11H10O3	Fungus	Unknown-fungus	sp.	10.1039/jr9550004270
NPA008444	Integracide B	C32H50O5	Fungus	Fusarium	sp.	10.1016/s0968-0896(02)00529-1
